,Purpose Code,Categorization
6309,DIGITAL MEDIA PRODUCTION/PLACEMENT - OKLAHOMA,digital
7054,DIGITAL MEDIA PRODUCTION/PLACEMENT - SEE RED METRICS 10-13-15,digital
7033,DIGITAL MEDIA PRODUCTION/PLACEMENT - TENNESSEE,digital
1160,DIGITAL MEDIA PRODUCTION/PLACEMENT - TEXAS,digital
1,DIGITAL MEDIA PRODUCTION/PLACEMENT - UTAH,digital
5654,DIGITAL MEDIA PRODUCTION/PLACEMENT - VIRGINIA,digital
5819,DIGITAL MEDIA PRODUCTION/PLACEMENT- NORTH CAROLINA,digital
7288,DIGITAL MEDIA PRODUCTION/PLACMENT - GEORGIA,digital
174,DIGITAL MEDIA PRODUCTIONPLACEMENT,digital
833,DIGITAL MEDIA SERVICE SURVEY RESEARCH DONOR MODELING,digital
75,DIGITAL MEDIA SERVICES,digital
3243,DIGITAL MEDIA STRATEGY & BUY,digital
50,DIGITAL MEDIA WEB SERVICE,digital
5684,DIGITAL MEDIA/PRODUCTION,digital
790,DIGITAL MEDIA/PRODUCTION/PLACEMENT - LOUISIANA,digital
5797,DIGITAL MESSAGING AND OUTREACH CONSULTING,digital
5727,DIGITAL MESSAGING DELIVERY AND ROBOCALLS,digital
28,DIGITAL PAID MEDIA,digital
134,DIGITAL PERSUASION ADS,digital
2928,DIGITAL PRODUCTION (ESTIMATED AMOUNT),digital
1857,DIGITAL PRODUCTION AND AD PLACEMENT,digital
390,DIGITAL STRATEGY CONSULTING SERVICES,consulting
2717,DIGITAL TRACKING EQUIPMENT REPAIRS,digital
94,DIGITAL TV AD BUY,digital
868,DIGITAL TV FIELD OPERATIONS FOR NATIONAL GOTV,digital
7704,DIGITAL VIDEO PRODUCTION (MCGINTY'S REAL RECORD),digital
4781,DIGITAL WEB AD (CAN'T AFFORD KANDER),digital
5450,DIGITAL WEB AD (MCGINTY CORPORATE SUBSIDIES),digital
82,DIGITAL WEB AD (OBAMACARE),digital
4931,DIGITAL WEB AD ('OBAMACARE'),digital
7619,DIGITAL WEB AD CREATION & PRODUCTION COSTS,digital
3871,DIGITAL WEB AD PLACEMENT (BAYH BANK BAILOUT),digital
1337,DIGITAL WEB AD PLACEMENT (CAN'T AFFORD KANDER),digital
2729,DIGITAL WEB AD PLACEMENT (DEFEAT PAY-MORE PATRICK) DID NOT CROSS $10000 THRESHOLD,digital
6617,DIGITAL WEB AD PLACEMENT (DEFEAT 'PAY-MORE' PATRICK) DID NOT CROSS $10000 THRESHOLD,digital
3066,DIGITAL WEB AD PLACEMENT (DEFEAT 'PAY-MORE' PATRICK) DID NOT CROSS $10000 THRESHOLD.,digital
3547,DIGITAL WEB AD PLACEMENT ('DON'T BAYH IT'),digital
181,DIGITAL WEB AD PLACEMENT (OBAMACARE),digital
116,DIGITAL WEB AD PLACEMENT OBAMACARE,digital
5749,DIGITAL WEB AD PRODUCTION  (OBAMACARE),digital
3998,DIGITAL WEB AD PRODUCTION ('OBAMACARE'),digital
1629,DIGITAL WEB AD PRODUCTION ('SPECIAL INTERESTS'),digital
2013,DIGITAL WED AD PLACEMENT (CAN'T AFFORD KATIE),digital
2091,DIGITAL WED AD PLACEMENT ('OBAMACARE'),digital
279,DIGITAL/WEB ADVERTISEMENT,digital
6531,DIGITAL/WEB ADVERTISING,digital
3832,DIGITIAL AD PLACEMENT- WORKERS,digital
1153,DIRECT  MAIL,fundraising
4085,DIRECT CALLS,field
2401,DIRECT MAIL - 10/05 NY,fundraising
5496,DIRECT MAIL - 10/11/2012,fundraising
5956,DIRECT MAIL - 10/16/2012,fundraising
7713,DIRECT MAIL - 10/22 NY,fundraising
126,DIRECT MAIL - 10/22/2012,fundraising
4829,DIRECT MAIL - 10/24 NY,fundraising
3968,DIRECT MAIL - 10/25/2012,fundraising
5359,DIRECT MAIL - 10/26/2012,fundraising
2990,DIRECT MAIL - 10/27/2010,fundraising
2933,DIRECT MAIL - 10/29 NY,fundraising
4680,DIRECT MAIL - 10/29/2012,fundraising
7297,DIRECT MAIL - 10/30/2012,fundraising
5023,DIRECT MAIL - 10/31 NY,fundraising
7861,DIRECT MAIL - 9/10 - NY,fundraising
1793,DIRECT MAIL - 9/19 - NY,fundraising
3221,DIRECT MAIL - CONSERVATIVE PRINCIPLES,fundraising
2562,DIRECT MAIL - DESIGN,fundraising
4156,DIRECT MAIL - DISSEMINATED 7/27/16,fundraising
2725,DIRECT MAIL - DISSEMINATED 7/29/16,fundraising
2423,DIRECT MAIL - DISSEMINATED 8/1/16,fundraising
4487,DIRECT MAIL - DISSEMINATED 8/19/16,fundraising
3898,DIRECT MAIL - DISSEMINATED 8/22/2016,fundraising
4397,DIRECT MAIL - DISSEMINATED 8/24/2016,fundraising
6442,DIRECT MAIL - DISSEMINATED 8/5/2016,fundraising
6609,DIRECT MAIL -- FLORIDA; ALSO OPPOSES BARACK OBAMA,fundraising
4367,DIRECT MAIL - 'FOUR REASONS',fundraising
6457,DIRECT MAIL - FULFILLMENT,fundraising
3945,DIRECT MAIL - FULFILLMENT ITEMS AND GRAPHICS,fundraising
1923,DIRECT MAIL - GRAPHICS,fundraising
3256,DIRECT MAIL - 'LEADER',fundraising
2421,DIRECT MAIL - LIST MAINTENANCE,fundraising
1362,DIRECT MAIL - LIST RENTAL,fundraising
4431,DIRECT MAIL - LIST RENTAL EXPENSES,fundraising
3447,DIRECT MAIL -- NEVADA; ALSO OPPOSES BARACK OBAMA,fundraising
3002,DIRECT MAIL - 'NEW GENERATION',fundraising
7567,DIRECT MAIL - NON-CONTRIBUTION ACCOUNT,fundraising
5791,DIRECT MAIL - POSTAGE,fundraising
6443,DIRECT MAIL - POSTAGE & PROCDUCTION,fundraising
5101,DIRECT MAIL - POSTAGE & PRODUCTION,fundraising
4333,DIRECT MAIL - PRODUCTION & PRINTING,fundraising
2103,DIRECT MAIL - PRODUCTION AND POSTAGE,fundraising
4168,DIRECT MAIL - 'PROVEN RECORD',fundraising
3886,DIRECT MAIL - 'STRONG ETHICS',fundraising
5010,DIRECT MAIL -- WISCONSIN; ALSO OPPOSES BARACK OBAMA,fundraising
5364,DIRECT MAIL & POSTAGE,fundraising
4606,DIRECT MAIL (ALSO OPPOSES JOHN DELANEY),fundraising
7915,DIRECT MAIL (ALSO OPPOSES MARK BEGICH ),fundraising
2365,DIRECT MAIL (ALSO OPPOSES MARK PRYOR),fundraising
794,DIRECT MAIL (ALSO OPPOSES MARK UDALL),fundraising
981,DIRECT MAIL (ALSO OPPOSES MARY LANDRIEU),fundraising
3435,DIRECT MAIL (IN-KIND),fundraising
4639,DIRECT MAIL (TRUST),fundraising
587,DIRECT MAIL ADVERTISING,fundraising
2536,DIRECT MAIL 'ALWAYS TRUE' (MAILED ON 07/18/12),fundraising
3249,DIRECT MAIL AND DIGITAL ADVERTISEMENT,digital
553,DIRECT MAIL AND POSTAGE,fundraising
4027,DIRECT MAIL AND ROBO-CALL VOTER CONTACT PROGRAM,fundraising
7318,DIRECT MAIL AND TELEPHONE 8/20/12-8/31/12 (ESTIMATE),fundraising
4012,DIRECT MAIL APPEAL FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 8/24/16.,fundraising
4773,DIRECT MAIL APPEAL FEE ESTIMATE OF NATIONWIDE DM SUPPORTING DONALD TRUMP. DMS SENT ON 8/10/16.,fundraising
3687,DIRECT MAIL APPEAL FEE ESTIMATE OF NATIONWIDE DM SUPPORTING DONALD TRUMP. DMS SENT ON 8/15/16.,fundraising
2650,DIRECT MAIL APPEAL FEE ESTIMATE OF NATIONWIDE DM SUPPORTING DONALD TRUMP. DMS SENT ON 8/24/16.,fundraising
7211,DIRECT MAIL APPEAL OPPOSING HILLARY CLINTON. DMS SENT ON 5/18/16.,fundraising
1395,DIRECT MAIL APPEAL OPPOSING HILLARY CLINTON. DMS SENT ON 6/09/16.,fundraising
7561,DIRECT MAIL APPEAL OPPOSING HILLARY CLINTON. DMS SENT ON 6/13/16.,fundraising
171,DIRECT MAIL APPEAL SUPPORTING DONALD TRUMP. DMS SENT ON 5/27/16.,fundraising
2160,DIRECT MAIL APPEAL SUPPORTING DONALD TRUMP. DMS SENT ON 6/09/16.,fundraising
7973,DIRECT MAIL APPEAL SUPPORTING DONALD TRUMP. DMS SENT ON 6/27/16.,fundraising
7896,DIRECT MAIL APPEAL SUPPORTING DONALD TRUMP. DMS SENT ON 7/29/16.,fundraising
3037,DIRECT MAIL BUY,fundraising
206,DIRECT MAIL CONSULTING,consulting
415,DIRECT MAIL COSTS,fundraising
469,DIRECT MAIL CREATIVE,fundraising
647,DIRECT MAIL CREATIVE FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 12/18/15.,fundraising
5389,DIRECT MAIL CREATIVE FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 2/12/16.,fundraising
1073,DIRECT MAIL CREATIVE FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 2/22/16.,fundraising
7221,DIRECT MAIL CREATIVE FEEESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 11/30/15.,fundraising
528,DIRECT MAIL CREATIVE FEES,fundraising
496,DIRECT MAIL CREATIVES,fundraising
2372,DIRECT MAIL DATA PROCESSING,fundraising
443,DIRECT MAIL DESIGN,fundraising
7636,DIRECT MAIL DESIGN PRINTING HANDLING  POSTAGE,fundraising
206,DIRECT MAIL DESIGN PRINTING HANDLING & POSTAGE,fundraising
4631,DIRECT MAIL DESIGN PRINTING HANDLING PHOTOGRAPHY  POSTAGE,fundraising
6930,DIRECT MAIL DESIGN PRINTING HANDLING POSTAGE,fundraising
2185,DIRECT MAIL DESIGN PRODUCTION PRINTING POSTAGE,fundraising
3175,DIRECT MAIL DESIGN/LAYOUT PRINTING PRODUCTION MAIL SERVICE & POSTAGE,fundraising
419,DIRECT MAIL EXPENSE,fundraising
7656,DIRECT MAIL EXPENSE (ESTIMATE),fundraising
306,DIRECT MAIL EXPENSE (MAILINGS ON 10/2910/31 AND 11/2),fundraising
485,DIRECT MAIL EXPENSES,fundraising
180,DIRECT MAIL EXPRESS ADVOCACY,fundraising
7489,DIRECT MAIL EXPRESS ADVOCACY COMMUNICATION,fundraising
7092,DIRECT MAIL FOR 'ALL THIS' - ESTIMATE,fundraising
502,DIRECT MAIL FUNDRAISER,fundraising
436,DIRECT MAIL FUNDRAISING,fundraising
396,DIRECT MAIL ID-02 2014 PRIMARY,fundraising
582,DIRECT MAIL IN OPPOSITION TO DEAN HELLER 101618  103018,fundraising
6271,DIRECT MAIL INVOICE,fundraising
2800,DIRECT MAIL LIST RENTAL COSTS,fundraising
4909,DIRECT MAIL MS-01 SPECIAL ELECTION,fundraising
483,DIRECT MAIL NOT FEA,fundraising
7286,DIRECT MAIL OF 'CAMDEN STRONG' - ESTIMATE,fundraising
4669,DIRECT MAIL OF 'CONSTRUCTION' - ESTIMATE,fundraising
6963,DIRECT MAIL OF 'CUTTING' - ESTIMATE,fundraising
1735,DIRECT MAIL OF 'EQUAL PAY' - ESTIMATE,fundraising
5967,DIRECT MAIL OF 'FINAL' - ESTIMATE,fundraising
2605,DIRECT MAIL OF 'GROWING UP' - ESTIMATE,fundraising
6981,DIRECT MAIL OF 'JEOPARDY',fundraising
2191,DIRECT MAIL OF 'MADE IN' - ESTIMATE,fundraising
2539,DIRECT MAIL OF 'NEW YEARS' - ESTIMATE,fundraising
7641,DIRECT MAIL OF 'PAID THE PRICE' - ESTIMATE,fundraising
7799,DIRECT MAIL OF 'WORKERS' - ESTIMATE,fundraising
497,DIRECT MAIL PAC FUNDRAISING,fundraising
1349,DIRECT MAIL PIECE 'DIFFERENCE',fundraising
2772,DIRECT MAIL PIECE 'DIFFERENCE' (MAILED ON 07/26/12),fundraising
4271,DIRECT MAIL PIECE 'LINGLE' (MAILED ON 08/03/12),fundraising
5366,DIRECT MAIL PIECE NC-08,fundraising
5473,DIRECT MAIL PIECE NC-08 PRIMARY,fundraising
413,DIRECT MAIL POSTAGE,fundraising
1469,DIRECT MAIL POSTAGE - ALSO OPPOSES KASICH CHRISTIE RUBIO AND TRUMP,fundraising
3604,DIRECT MAIL POSTAGE - ALSO OPPOSES RUBIO & KASICH,fundraising
5779,DIRECT MAIL POSTAGE - ALSO OPPOSES RUBIO KASICH AND CHRISTIE,fundraising
2616,DIRECT MAIL POSTAGE - ALSO OPPOSES TRUMP CRUZ & RUBIO,fundraising
3938,DIRECT MAIL POSTAGE - AUGUST HOUSEFILE,fundraising
475,DIRECT MAIL POSTAGE AND PROCESSING,fundraising
567,DIRECT MAIL POSTAGE PAC FUNDRAISING,fundraising
5233,DIRECT MAIL POSTAGE PRINTING AND MAILING,fundraising
5512,DIRECT MAIL POSTAGE-ALSO OPPOSE KASICH CHRISTIE AND RUBIO,fundraising
3869,DIRECT MAIL POSTAGE-ALSO OPPOSE TRUMP,fundraising
6965,DIRECT MAIL POSTAGE-ALSO OPPOSE TRUMP CRUZ AND RUBIO,fundraising
7910,DIRECT MAIL POSTAGE-DANIELS APPEAL,fundraising
422,DIRECT MAIL PRINTING,fundraising
1625,DIRECT MAIL -PRINTING,fundraising
2599,DIRECT MAIL PRINTING - COUNTY BY COUNTY PACKAGE (ESTIMATE),fundraising
6599,DIRECT MAIL PRINTING - SEPTEMBER MAILING - ESTIMATE,fundraising
421,DIRECT MAIL PRINTING AND POSTAGE,fundraising
444,DIRECT MAIL PRINTING MAILSHOP,fundraising
411,DIRECT MAIL PRINTING POSTAGE,fundraising
495,DIRECT MAIL PROCESSING,fundraising
3628,DIRECT MAIL PROCESSING - AUGUST HOUSEFILE - ESTIMATE,fundraising
409,DIRECT MAIL PRODUCTION,fundraising
5943,DIRECT MAIL PRODUCTION - ALSO OPPOSES RUBIO,fundraising
2046,DIRECT MAIL PRODUCTION - ALSO OPPOSES RUBIO & KASICH,fundraising
603,DIRECT MAIL PRODUCTION - ALSO OPPOSES RUBIO KASICH AND CHRISTIE,fundraising
7651,DIRECT MAIL PRODUCTION - ALSO OPPOSES TRUMP,fundraising
4202,DIRECT MAIL PRODUCTION & POSTAGE,fundraising
5945,DIRECT MAIL PRODUCTION AND PLACEMENT,fundraising
464,DIRECT MAIL PRODUCTION AND POSTAGE,fundraising
450,DIRECT MAIL PRODUCTION POSTAGE,fundraising
570,DIRECT MAIL PRODUCTION POSTAGE LIST RENT,fundraising
525,DIRECT MAIL PRODUCTION POSTAGE LIST RENTAL,fundraising
3103,DIRECT MAIL PRODUCTION POSTAGE STRATEGY CONSULTING (ANDY TOBIN - AN ARIZONA LEADER),consulting
5990,DIRECT MAIL PRODUCTION/TELEMARKETING,fundraising
2900,DIRECT MAIL PRODUCTION-ALSO OPPOSE KASICH CHRISTIE AND RUBIO,fundraising
6355,DIRECT MAIL PRODUCTION-ALSO OPPOSE TRUMP,fundraising
3738,DIRECT MAIL PRODUCTION-ALSO OPPOSE TRUMP CRUZ AND RUBIO,fundraising
863,DIRECT MAIL SCOWL,fundraising
500,DIRECT MAIL SERVICE,fundraising
407,DIRECT MAIL SERVICES,fundraising
762,DIRECT MAIL SERVICES - ENDORSE,fundraising
5202,DIRECT MAIL SERVICES - FAMILIES,fundraising
562,DIRECT MAIL SERVICES AND POSTAGE; DISSEMINATION DATE 05242016,fundraising
598,DIRECT MAIL SERVICES POSTAGE,fundraising
5706,DIRECT MAIL SERVICES.,fundraising
1077,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/17/16,fundraising
4424,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/18/16,fundraising
5195,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/19/16,fundraising
3589,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/23/16,fundraising
6823,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/25/16,fundraising
4972,DIRECT MAIL SERVICES; DISSEMINATION DATE 05/26/16,fundraising
6883,DIRECT MAIL SERVICES; DISSEMINATION DATE 06/01/2016,fundraising
4430,DIRECT MAIL SIMPSON ID-02,fundraising
389,DIRECT MAIL TO SUPPORT YUNGMAN LEE,fundraising
6941,DIRECT MAIL 'TODAY ALASKA',fundraising
643,DIRECT MAIL/DONOR FULFILLMENT (ESTIMATE 10/1/12-10/7/12),fundraising
3588,DIRECT MAIL: CREATIVE,fundraising
1127,DIRECT MAIL: DATA MANAGEMENT,fundraising
4122,DIRECT MAIL: LIST RENTAL,fundraising
936,DIRECT MAIL: POSTAGE,fundraising
1443,DIRECT MAIL: PRINTING,fundraising
671,DIRECT MAIL: PROVEN RECORD,fundraising
5412,DIRECT MAIL; ALSO OPPOSES BALDWIN,fundraising
2964,DIRECT MAIL; ALSO OPPOSES BROWN,fundraising
7968,DIRECT MAIL; ALSO OPPOSES DAVID MCINTOSH,fundraising
6538,DIRECT MAIL; ALSO OPPOSES DONNELLY,fundraising
4514,DIRECT MAIL; ALSO OPPOSES KAINE,fundraising
6290,DIRECT MAIL; ALSO OPPOSES TESTER,fundraising
640,DIRECT MAIL;PAID 94454.45 - RED PRINTING & MAIL;$2292.00 - POLITICAL DATA; $83780.91 - U.S.P.S,fundraising
555,DIRECT MAILER,fundraising
426,DIRECT MAILING,fundraising
578,DIRECT MAILING ADVERTISING,fundraising
431,DIRECT MAILING SERVICES,fundraising
5972,DIRECT MAILING TO ACTIVE MEMBERS,fundraising
947,DIRECT MAILING TO RETIRED MEMBERS,fundraising
3376,DIRECT MAIL--NEVADA; ALSO OPPOSES BARACK OBAMA,fundraising
5681,DIRECT MAIL--NEW HAMPSHIRE; ALSO OPPOSES BARACK OBAMA,fundraising
2528,DIRECT MAIL--OHIO; ALSO OPPOSES BARACK OBAMA,fundraising
4099,DIRECT MAIL-PRIMARY AZ-04,fundraising
6977,DIRECT MAIL-PRIMARY GA-03,fundraising
127,DIRECT MAIL--VIRGINIA; ALSO OPPOSES BARACK OBAMA,fundraising
410,DIRECT MARKETING,fundraising
544,DIRECT MARKETING POSTAGE,fundraising
4204,DIRECT RESPONSE TV/INBOUND INTERACTIVE VOICE RECOGNITION 8/28-8/31(ESTIMATE),media
546,DIRECT RESPONSE VOTER OUTREACH,fundraising
520,DIRECT VOTER CONTACT,field
2094,DIRECT VOTER CONTACT-STAFF TIME,field
4730,DIRECTOR/DP/EDITOR/PRODUCER - MR. DEPENDABLE AND FEELING GUILTY,media
5754,DIRTY DOZEN ANNOUCEMENT,media
3279,DISBURSEMENT,administrative
1560,DISBURSEMENT OF IN-KIND CONTRIBUTION OF VOTER LIST FOR PHONE AND MAIL,field
536,DISSTRIBUTION OF LITERATURE,field
694,DISTRIBUTE CAMPAIGN MATERIALS,field
7920,DISTRIBUTION COSTS,administrative
992,DISTRICT POLLING,polling
966,DISTRICT SURVEY,polling
1397,DOMAIN NAME PURCHASES,digital
430,DONATION,fundraising
552,DONATION TO CHARITY,fundraising
759,DONATION TO LEGAL FUND FOR REDISTRICTING,legal
493,DONOR DEVELOPMENT,fundraising
827,DONOR FILE MAINTENANCE,fundraising
1312,DONOR LIST MODELING ESTIMATE OF DM OPPOSING HILLARY CLINTON. DMS SENT ON 12/18/15.,fundraising
5882,DONOR LIST MODELING ESTIMATE OF DM OPPOSING HILLARY CLINTON. DMS SENT ON 2/12/16.,fundraising
440,DONOR MEMENTOS,fundraising
438,DONOR OUTREACH,fundraising
6247,DONOR SERVICES,fundraising
2105,DOOR HANGARS AND PALM CARDS,field
5438,DOOR HANGER,field
2791,DOOR HANGER - COLORADO; ALSO OPPOSES OBAMA,field
1411,DOOR HANGER - DISTRIBUTED 8/1,field
3574,DOOR HANGER -- IOWA; ALSO OPPOSES BARACK OBAMA,field
5789,DOOR HANGER -- MICHIGAN; ALSO OPPOSES BARACK OBAMA,field
3360,DOOR HANGER -- MINNESOTA; ALSO OPPOSES BARACK OBAMA,field
2770,DOOR HANGER - OHIO (IN-KIND: CANVASSERS); ALSO OPPOSES OBAMA,field
7348,DOOR HANGER -- VIRGINIA; ALSO OPPOSES BARACK OBAMA,field
240,DOOR HANGER -- WISCONSIN; ALSO OPPOSES BARACK OBAMA,field
6453,DOOR HANGER DESIGN PRODUCTION PRINTING AND SHIPPING,field
2917,DOOR HANGER POST CARD & GRAPHIC MEDIA PRODUCTION SERVICES,field
258,DOOR HANGERS,field
5256,DOOR HANGERS (ALSO OPPOSES J.D. WINTEREGG AND ERIC GURR),field
7984,DOOR HANGERS (ESTIMATE),field
3635,DOOR HANGERS- FLORIDA,field
2846,DOOR HANGERS- NC,field
5181,DOOR HANGERS UT,field
1862,DOOR HANGERS/PALM CARDS,field
2380,DOOR HANGERS; PALM CARDS; STICKERS,field
342,DOOR TO DOOR CANVASS,field
52,DOOR TO DOOR CANVASS (10/1/16 TO 10/7/2016) ESTIMATED AMOUNT,field
5156,DOOR TO DOOR CANVASS (10/15/16 TO 10/20/2016) ESTIMATED AMOUNT,field
6011,DOOR TO DOOR CANVASS (10/21/16 TO 10/27/2016) ESTIMATED AMOUNT,field
7982,DOOR TO DOOR CANVASS (10/28/16 TO 11/3/16) ESTIMATED AMOUNT,field
1284,DOOR TO DOOR CANVASS (8/22/16 TO 9/4/16),field
5200,DOOR TO DOOR CANVASS (9/23/16 TO 9/30/16),field
4587,DOOR TO DOOR CANVASS TO DROP CANDIDATE LITERATURE,field
6740,DOOR TO DOOR CANVASS TO DROP CANDIDATE LITERATURE IN NH SENATE DISTRICTS 671216,field
4560,DOOR TO DOOR CANVASSER,field
2132,DOOR TO DOOR CANVASSERS,field
7914,DOOR TO DOOR CANVASSING IN NH SENATE DISTRICTS 6712AND 16 IN SUPPORT OF SENATOR SHAHEEN,field
2086,DOOR TO DOOR CANVASSING: HARRY REID VOTES,field
394,DOOR TO DOOR GET OUT THE VOTE SERVICES,field
347,DOOR TO DOOR GOTV,field
222,DOOR TO DOOR VOTER CONTACT,field
4456,DOORHANGER,field
4679,DOORHANGER DESIGN AND PRINTING,field
61,DOORHANGER PRODUCTION AND MAILING,field
218,DOORHANGER/LITERATURE,field
287,DOORHANGERS,field
1265,DOORHANGERS - DISTRIBUTED BY CANVASS STARTING 10/22/2012,field
6723,DOORHANGERS FOR ELECTION DAY,field
3194,DOORKNOCKING,field
3624,DOOR-TO-DOOR CANVASS,field
2197,DOOR-TO-DOOR CANVASS STAFF AND RELATED EXPENSES,field
1816,DOOR-TO-DOOR GOTV (ESTIMATE),field
3051,DOOR-TO-DOOR GOTV (ESTIMATED),field
395,DOORTODOOR GOTV FIELD OPERATIONS,field
6321,DOOR-TO-DOOR GOTV FIELD OPERATIONS,field
1527,DOOR-TO-DOOR GOTV LABOR (ESTIMATED),field
3284,DOOR-TO-DOOR LITERATURE,field
1363,DRAFT PALIN VS BEGICH ONLINE MEDIA BUY,digital
5028,DRIVING FOR EVENT,travel
7504,DVD PRODUCTION,media
89,E MARKETING,digital
852,EAGLE BANK CREDIT CARD,administrative
969,EAGLE BANK CREDIT CARD PAYMENT SEE BELOW,administrative
4821,EARLY VOTING GOTV CALLS,field
5593,EDITING,media
7947,EDITING - EVENT,administrative
2256,EDITING EQUIPMENT FOR ONLINE VIDEO PRODUCTION SEE IN-KIND PAGE 2 ITEM B,digital
3943,EDITING OF COMMERCIAL,media
4382,ELECTRONIC AD,digital
801,ELECTRONIC TOLL COLLECTION FOR MOTOR COACH,administrative
5528,EMAI BLAST - CANDIDATE SPECIFIC,digital
4983,EMAIL,digital
164,EMAIL  BLASTS - CANDIDATE SPECIFIC,digital
2045,EMAIL - VOTER GUIDE,digital
7338,EMAIL & STAFF FOR BUNDLING APPEAL,administrative
5128,EMAIL & STAFF FOR DIRTY DOZEN ANNOUNCEMENT,digital
2688,EMAIL & STAFF FOR FUNDRAISING APPEAL,fundraising
6371,EMAIL & STAFF FUNDRAISING APPEAL,fundraising
162,EMAIL ACQUISITION,digital
5570,EMAIL ADVERTISEMENT,digital
199,EMAIL ADVERTISING,digital
4630,E-MAIL ADVOCACY,digital
1282,EMAIL AND INTERNET ADVERTISING,digital
135,EMAIL AND INTERNET ADVERTISING; ALSO SUPPORTS NEWT GINGRICH,digital
119,EMAIL BLAST,digital
3729,EMAIL BLAST IN SUPPORT OF CHRISTINE O'DONNELL FOR US SENATE,digital
3493,EMAIL BROADCAST PRODUCTION,digital
1519,EMAIL CAMPAIGN,digital
3614,EMAIL CAMPAIGNS,digital
2555,EMAIL COMMUNICATION (ESTIMATED COST),digital
1619,EMAIL COMMUNICATION/BANNER ADS,digital
582,EMAIL COMMUNICATIONS,digital
3069,EMAIL COMMUNICATIONS - 01/24/2012,digital
1501,EMAIL CONSULTING,digital
4481,EMAIL COPY & PRODUCTION,digital
3480,E-MAIL COPYWRITING,digital
5058,EMAIL COPYWRITING - ESTIMATED COST,digital
1357,EMAIL COPYWRITING-ESTIMATED COSTS,digital
3665,EMAIL COSTS (FROM ADVANCE LINE 21),digital
4275,EMAIL COSTS (PULLED FROM ADVANCE LINE 21),digital
6488,EMAIL CREATION,digital
565,E-MAIL DELIVERY,digital
3141,EMAIL DEPLOYMENT,digital
7070,EMAIL DEVELOPMENT,digital
386,EMAIL EXPENDITURE OPPOSING JEANNE SHAHEEN 10/29/14.,digital
7111,EMAIL EXPENDITURE OPPOSING JERRY CANNON.,digital
2969,EMAIL EXPENDITURE OPPOSING KAY HAGAN 10/29/14.,digital
5581,EMAIL EXPENDITURE OPPOSING KAY HAGAN.,digital
7438,EMAIL EXPENDITURE OPPOSING RICK NOLAN.,digital
1378,EMAIL EXPENDITURE OPPOSING RON BARBER.,digital
4337,EMAIL EXPENDITURE SUPPORTING BARBARA COMSTOCK.,digital
6679,EMAIL EXPENDITURE SUPPORTING DAN DONOVAN 4/28/2015.,digital
2656,EMAIL EXPENDITURE SUPPORTING JONI ERNST 10/30/14.,digital
5680,EMAIL EXPENDITURE SUPPORTING MITCH MCCONNELL 10/23/14.,digital
2586,EMAIL EXPENDITURE SUPPORTING NAN HAYWORTH.,digital
4900,EMAIL EXPENDITURE SUPPORTING RYAN COSTELLO.,digital
6261,EMAIL EXPENDITURE SUPPORTING SCOTT BROWN.,digital
335,EMAIL EXPENDITURE SUPPORTING THOM TILLIS 10/15/14.,digital
1686,EMAIL EXPENDITURE SUPPORTING THOM TILLIS 10/29/14.,digital
5312,EMAIL FUNDRAISING SOLICITATION,fundraising
69,EMAIL LIST DATA AND SOFTWARE LICENSE,digital
111,EMAIL LIST RENTAL,digital
511,EMAIL LIST RENTAL AND DEPLOYMENT,fundraising
700,EMAIL LIST RENTAL AND DEPLOYMENT - NATIONALLY DISTRIBUTED,digital
4008,EMAIL LIST RENTAL AND DEPLOYMENT- NATIONALLY DISTRIBUTED,digital
99,EMAIL MARKETING,digital
2316,EMAIL MESSAGING OPPOSED TO ROMNEY,digital
6864,EMAIL NEWSLETTER & WEB ADS - CANDIDATE SPECIFIC,digital
188,EMAIL NEWSLETTER BLAST - CANDIDATE SPECIFIC,digital
322,EMAIL NEWSLETTER COSTS - CANDIDATE SPECIFIC,digital
2979,EMAIL PRODUCTION,digital
6962,EMAIL PROVIDER,digital
183,EMAIL SERVICE,digital
49,EMAIL SERVICES,digital
193,EMAIL SERVICES (PAID 10/23/2014),digital
2879,EMAIL SET UP FEE,digital
74,EMAIL STAFF TIME,digital
2773,EMAIL SUPPORTING CANDIDATE,digital
5378,EMAIL TO TEXT MESSAGES,digital
197,EMAILS NON CANDIDATE,digital
5599,E-MARKETING-ALLOCATION OF RETAINER,fundraising
7305,EMBEDDED RADIO MARKETING; ALSO SUPPORTS MITT ROMNEY,media
75,EMPLOYEE BENEFITS,administrative
341,EMPLOYEE DEDUCTION,administrative
7060,EMPLOYEE RELATED EXPENSES - CELLPHONE,administrative
